title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3550000,Karachi,2014,77000,Petrol,Automatic,Sindh,Alabaster Silver,Local,1800,03/05/2024,Medium,Medium,Friday,10
Toyota Corolla GLi Automatic 1.3 VVTi 2015,4050000,Gujrat,2015,116000,Petrol,Automatic,Lahore,Silver,Imported,1300,03/05/2024,High,High,Friday,9
Honda Vezel Hybrid Z 2014,4450000,Gujranwala,2014,60000,Hybrid,Automatic,Punjab,White,Imported,1500,03/05/2024,High,Medium,Friday,10
Toyota Corolla GLi 1.3 VVTi 2014,3800000,Fateh jang,2014,30000,Petrol,Not Available,Lahore,Black,Local,1300,03/05/2024,Medium,Low,Friday,10
Suzuki Cultus EURO II 2014,1455000,Chowk azam,2014,100000,Petrol,Not Available,Sindh,Gold,Local,1000,03/05/2024,Low,Medium,Friday,10
Honda Vezel Hybrid RS Honda Sensing  2016,6600000,Islamabad,2016,63200,Petrol,Automatic,Punjab,Black,Imported,1500,03/05/2024,High,Medium,Friday,8
Toyota Corolla Altis Grande CVT-i 1.8 2015,4320000,Lahore,2015,137000,Petrol,Automatic,Lahore,Attitude Black,Local,1800,03/05/2024,High,High,Friday,9
Toyota Aqua S 2013,3675000,Lahore,2013,135000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,03/05/2024,Medium,High,Friday,11
Honda Vezel Hybrid Z 2014,4675000,Lahore,2014,110000,Hybrid,Automatic,Punjab,White,Imported,1500,03/05/2024,High,High,Friday,10
Honda Vezel Hybrid X 2014,4700000,Karachi,2014,1,Hybrid,Automatic,Karachi,White,Imported,1500,03/05/2024,High,Low,Friday,10
Honda City Aspire 1.3 i-VTEC 2014,2700000,Lahore,2014,85000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,10
Toyota Aqua S 2014,3500000,Karachi,2014,90000,Hybrid,Automatic,Sindh,Orange,Imported,1500,03/05/2024,Medium,Medium,Friday,10
FAW V2 VCT-i 2015,1250000,Multan,2015,99000,Petrol,Not Available,Sindh,Black,Local,1300,03/05/2024,Low,Medium,Friday,9
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,3550000,Rawalpindi,2013,140000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,03/05/2024,Medium,High,Friday,11
Toyota Fortuner 2015,7950000,Karachi,2015,69000,Petrol,Automatic,Sindh,White,Local,2700,03/05/2024,High,Medium,Friday,9
Suzuki Cultus EURO II 2014,1400000,Tarbela,2014,60000,Petrol,Not Available,Lahore,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,10
Toyota Corolla GLi Automatic 1.3 VVTi 2015,4140000,Rawalpindi,2015,87800,Petrol,Automatic,Lahore,Grey,Local,1300,03/05/2024,High,Medium,Friday,9
Honda City 1.3 i-VTEC 2013,2650000,Lahore,2013,16666,Petrol,Not Available,Lahore,Grey,Local,1300,03/05/2024,Medium,Low,Friday,11
Daihatsu Move L 2014,2500000,Islamabad,2014,137000,Petrol,Automatic,Islamabad,White,Imported,660,03/05/2024,Medium,High,Friday,10
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3650000,Nowshera cantt,2014,180,Petrol,Automatic,Islamabad,Alabaster Silver,Local,1800,03/05/2024,Medium,Low,Friday,10
Honda City 1.3 i-VTEC 2015,3150000,Lahore,2015,71000,Petrol,Not Available,Lahore,White,Local,1300,03/05/2024,Medium,Medium,Friday,9
Honda N One Premium 2014,2400000,Lahore,2014,90000,Petrol,Automatic,Punjab,Indigo,Imported,660,03/05/2024,Medium,Medium,Friday,10
Suzuki Wagon R Stingray J Style 2014,2350000,Islamabad,2014,113000,Petrol,Automatic,Karachi,White,Imported,660,03/05/2024,Medium,High,Friday,10
Suzuki Cultus EURO II 2014,1380000,Karachi,2014,91753,Petrol,Not Available,Karachi,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,10
Suzuki APV GLX 2014,3200000,Lahore,2014,160000,Petrol,Not Available,Lahore,Grey,Local,1600,03/05/2024,Medium,High,Friday,10
Honda City 1.3 i-VTEC Prosmatec 2015,3000000,Karachi,2015,238000,Petrol,Automatic,Sindh,Gold,Local,1300,03/05/2024,Medium,High,Friday,9
Honda Civic VTi Oriel 1.8 i-VTEC 2013,3050000,Karachi,2013,128000,Petrol,Not Available,Sindh,Alabaster Silver,Local,1800,03/05/2024,Medium,High,Friday,11
Suzuki Swift DLX 1.3 2013,2180000,Rawalpindi,2013,117000,Petrol,Not Available,Lahore,Silky Silver,Local,1300,03/05/2024,Low,High,Friday,11
Suzuki Mehran VXR Euro II 2014,1080000,Muzaffarabad,2014,40000,Petrol,Not Available,Islamabad,Grey,Local,800,03/05/2024,Low,Low,Friday,10
Toyota Vitz F 1.0 2015,3100000,Karachi,2015,91500,Petrol,Automatic,Sindh,Silver,Imported,1000,03/05/2024,Medium,Medium,Friday,9
Toyota Corolla Altis CVT-i 1.8 2016,4300000,Karachi,2016,95000,Petrol,Automatic,Sindh,Dorado Gold,Local,1800,03/05/2024,High,Medium,Friday,8
Toyota Corolla Altis CVT-i 1.8 2014,3650000,Lahore,2014,80000,Petrol,Automatic,Lahore,Super White,Local,1800,03/05/2024,Medium,Medium,Friday,10
Suzuki Cultus Limited Edition 2016,1698999,Kharian,2016,79000,Petrol,Not Available,Lahore,Silky Silver,Local,1000,03/05/2024,Low,Medium,Friday,8
Toyota Corolla XLi VVTi 2014,2595000,Islamabad,2014,90000,Petrol,Not Available,Lahore,Black,Local,1300,03/05/2024,Medium,Medium,Friday,10
Toyota Corolla Altis Automatic 1.6 2015,3750000,Karachi,2015,52000,Petrol,Automatic,Karachi,Attitude Black,Local,1600,03/05/2024,Medium,Medium,Friday,9
Toyota Corolla GLi 1.3 VVTi 2014,3100000,Islamabad,2014,100000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,03/05/2024,Medium,Medium,Friday,10
Honda Accord VTi 2.4 2015,7000000,Lahore,2015,90000,Petrol,Automatic,Lahore,Dark Brown,Imported,2400,03/05/2024,High,Medium,Friday,9
Nissan Dayz 2014,2350000,Karachi,2014,135000,Petrol,Automatic,Karachi,Silver,Imported,660,03/05/2024,Medium,High,Friday,10
Toyota Corolla XLi VVTi Limited Edition 2014,3150000,Karachi,2014,90000,Petrol,Not Available,Karachi,White,Local,1300,03/05/2024,Medium,Medium,Friday,10
Toyota Corolla Altis Grande 1.8 2015,4475000,Lahore,2015,165000,Petrol,Automatic,Lahore,Silver Metallic,Local,1800,03/05/2024,High,High,Friday,9
Honda City 1.3 i-VTEC 2015,2895000,Sialkot,2015,96000,Petrol,Not Available,Lahore,Bronze,Local,1300,03/05/2024,Medium,Medium,Friday,9
Toyota Corolla GLi 1.3 VVTi 2014,2560000,Karachi,2014,109000,Petrol,Not Available,Sindh,White,Local,1300,03/05/2024,Medium,High,Friday,10
Toyota Prius G 1.8 2013,4500000,Islamabad,2013,40000,Hybrid,Automatic,Karachi,White,Imported,1800,03/05/2024,High,Low,Friday,11
Honda N One G L Package  2015,2650000,Lahore,2015,80300,Petrol,Automatic,Lahore,Red,Imported,660,03/05/2024,Medium,Medium,Friday,9
Honda City 1.3 i-VTEC 2016,3160000,Abbottabad,2016,140000,Petrol,Not Available,Lahore,Metallic Steal,Local,1300,03/05/2024,Medium,High,Friday,8
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2015,3600000,Lahore,2015,128399,Petrol,Automatic,Islamabad,Silver,Local,1800,03/05/2024,Medium,High,Friday,9
Honda Vezel Hybrid X 2014,4750000,Karachi,2014,115000,Hybrid,Automatic,Karachi,White,Imported,1500,03/05/2024,High,High,Friday,10
Toyota Aqua X Urban Solid 2016,4450000,Islamabad,2016,160000,Hybrid,Automatic,Lahore,White,Imported,1500,03/05/2024,High,High,Friday,8
Honda Civic Turbo 1.5 VTEC CVT 2016,4500000,Karachi,2016,75438,Petrol,Automatic,Sindh,Modern Steel Metallic,Local,1500,03/05/2024,High,Medium,Friday,8
Honda City 1.3 i-VTEC 2016,3200000,Lahore,2016,88000,Petrol,Not Available,Lahore,White,Local,1300,03/05/2024,Medium,Medium,Friday,8
Honda Vezel Hybrid Z Honda Sensing  2016,5950000,Sahiwal,2016,85000,Petrol,Automatic,Punjab,White Pearl,Imported,1500,03/05/2024,High,Medium,Friday,8
Toyota Corolla 2013,3100000,Karachi,2013,160000,Petrol,Automatic,Sindh,Black,Local,1600,03/05/2024,Medium,High,Friday,11
Toyota Prado TX Limited 2.7 2016,0,Multan,2016,75000,Petrol,Automatic,Punjab,Super White,Imported,2700,03/05/2024,Low,Medium,Friday,8
Toyota Corolla Altis Automatic 1.6 2016,3900000,Karachi,2016,66000,Petrol,Automatic,Karachi,Strong Blue,Local,1600,03/05/2024,Medium,Medium,Friday,8
Audi A4 1.8 TFSI 2014,7000000,Karachi,2014,64000,Petrol,Automatic,Karachi,Brown,Imported,1800,03/05/2024,High,Medium,Friday,10
Toyota Corolla Altis Automatic 1.6 2014,3750000,Karachi,2014,69000,Petrol,Automatic,Karachi,Super White,Local,1600,03/05/2024,Medium,Medium,Friday,10
Honda Civic VTi Prosmatec 1.8 i-VTEC 2014,3450000,Karachi,2014,64000,Petrol,Automatic,Karachi,Modern Steel Metallic,Local,1800,03/05/2024,Medium,Medium,Friday,10
Toyota Fortuner 2.7 VVTi 2015,8250000,Karachi,2015,63000,Petrol,Automatic,Karachi,Super White,Local,2700,03/05/2024,High,Medium,Friday,9
Toyota Land Cruiser ZX 2014,0,Karachi,2014,160000,Petrol,Automatic,Karachi,Black,Imported,4600,03/05/2024,Low,High,Friday,10
Toyota Sienta G 2016,5100000,Lahore,2016,152984,Petrol,Automatic,Islamabad,Black,Imported,1500,03/05/2024,High,High,Friday,8
Toyota Land Cruiser 2014,29000000,Islamabad,2014,7519,Petrol,Not Available,Islamabad,Beige,Imported,4000,03/05/2024,High,Low,Friday,10
Suzuki Cultus Limited Edition 2016,1880000,Islamabad,2016,85000,Petrol,Not Available,Islamabad,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,8
Daihatsu Mira X Memorial Edition 2016,2300000,Karachi,2016,71520,Petrol,Automatic,Karachi,Black Mica Metallic,Imported,660,03/05/2024,Medium,Medium,Friday,8
Toyota Passo X L Package S  2016,3400000,Karachi,2016,67000,Petrol,Automatic,Karachi,Bright Silver Metallic,Imported,1000,03/05/2024,Medium,Medium,Friday,8
Honda Fit 1.5 Hybrid S Package 2014,3850000,Islamabad,2014,120000,Hybrid,Automatic,Islamabad,Storm Silver Metallic,Imported,1500,03/05/2024,Medium,High,Friday,10
Audi A6 1.8 TFSI Business Class Edition 2015,11800000,Lahore,2015,69250,Petrol,Automatic,Lahore,Black,Imported,1800,03/05/2024,High,Medium,Friday,9
Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,3300000,Lahore,2013,95000,Petrol,Automatic,Lahore,White,Local,1800,03/05/2024,Medium,Medium,Friday,11
Audi A3 1.2 TFSI Exclusive Line 2016,5795000,Karachi,2016,67000,Petrol,Automatic,Sindh,Metallic Black,Imported,1200,03/05/2024,High,Medium,Friday,8
Range Rover Vogue Autobiography 2014,36500000,Islamabad,2014,51000,Petrol,Automatic,Islamabad,Golden,Imported,5000,03/05/2024,High,Medium,Friday,10
Toyota Corolla GLi 1.3 VVTi 2013,3000000,Chakwal,2013,249000,Petrol,Not Available,Punjab,Black,Local,1300,03/05/2024,Medium,High,Friday,11
Toyota Corolla XLi VVTi 2014,2600000,Rawat,2014,145000,Petrol,Not Available,Islamabad,Attitude Black,Local,1300,03/05/2024,Medium,High,Friday,10
Suzuki Wagon R VXL 2016,2089999,Islamabad,2016,95000,Petrol,Not Available,Islamabad,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,8
Nissan Dayz Highway star X 2013,2450000,Rawalpindi,2013,114000,Petrol,Automatic,Islamabad,Black,Imported,660,03/05/2024,Medium,High,Friday,11
Suzuki Bolan VX Euro II 2015,1085000,Islamabad,2015,119000,Petrol,Not Available,Faisalabad,Green,Local,800,03/05/2024,Low,High,Friday,9
Suzuki Cultus Limited Edition 2016,1580000,Karachi,2016,82500,Petrol,Not Available,Sindh,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,8
Toyota Corolla GLi Limited Edition 1.3 VVTi 2014,3000000,Islamabad,2014,1,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,03/05/2024,Medium,Low,Friday,10
Toyota Passo Plus Hana C 2015,3250000,Islamabad,2015,115000,Petrol,Automatic,Islamabad,Burgundy,Imported,1000,03/05/2024,Medium,High,Friday,9
Honda N Wgn G L Package 2014,2430000,Lahore,2014,114000,Petrol,Automatic,Lahore,Pink,Imported,660,03/05/2024,Medium,High,Friday,10
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3575000,Karachi,2014,77850,Petrol,Automatic,Karachi,Urban Titanium,Local,1800,03/05/2024,Medium,Medium,Friday,10
Toyota Aqua S 2015,4195000,Rawalpindi,2015,97000,Hybrid,Automatic,Islamabad,Black Mica,Imported,1500,03/05/2024,High,Medium,Friday,9
Mitsubishi Ek Wagon E 2013,1785000,Karachi,2013,76000,Petrol,Automatic,Karachi,Black,Imported,660,03/05/2024,Low,Medium,Friday,11
Mercedes Benz E Class E300 2013,12800000,Lahore,2013,115000,Hybrid,Automatic,Islamabad,Magno Alanite Gray,Imported,3500,03/05/2024,High,High,Friday,11
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,3250000,Lahore,2013,126568,Petrol,Automatic,Karachi,Taffeta White,Local,1800,03/05/2024,Medium,High,Friday,11
Honda Vezel Hybrid Z 2015,5390000,Lahore,2015,93000,Hybrid,Automatic,Lahore,White,Imported,1500,03/05/2024,High,Medium,Friday,9
Suzuki Bolan Cargo Van Euro ll 2015,875000,Kharian,2015,48481,Petrol,Not Available,Punjab,Green,Local,800,03/05/2024,Low,Low,Friday,9
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2016,4395000,Lahore,2016,100000,Petrol,Automatic,Lahore,White,Local,1800,03/05/2024,High,Medium,Friday,8
Suzuki Every PC 2013,1895000,Lahore,2013,96000,Petrol,Automatic,Punjab,Pearl White,Imported,660,03/05/2024,Low,Medium,Friday,11
Toyota Land Cruiser ZX 2016,41500000,Karachi,2016,41546,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,4600,03/05/2024,High,Low,Friday,8
Toyota Corolla GLi Automatic 1.3 VVTi 2016,3600000,Lahore,2016,260000,Petrol,Automatic,Lahore,Grey Graphite,Local,1300,03/05/2024,Medium,High,Friday,8
Toyota Corolla GLi 1.3 VVTi 2015,3450000,Multan,2015,95000,Petrol,Not Available,Karachi,White,Local,1300,03/05/2024,Medium,Medium,Friday,9
Honda City 1.3 i-VTEC Prosmatec 2015,3075000,Multan,2015,58000,Petrol,Automatic,Sindh,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,9
Daihatsu Hijet 2015,1150000,Gujrat,2015,175000,Petrol,Automatic,Islamabad,White,Imported,660,03/05/2024,Low,High,Friday,9
Toyota Hilux Vigo Champ GX 2013,5600000,Karachi,2013,70000,Diesel,Automatic,Karachi,White,Local,2500,03/05/2024,High,Medium,Friday,11
FAW X-PV Dual AC 2014,850000,Islamabad,2014,200000,Petrol,Not Available,Lahore,Silver,Local,1000,03/05/2024,Low,High,Friday,10
Toyota Corolla Altis Grande 1.8 2016,3600000,Bhakkar,2016,70000,Petrol,Not Available,Karachi,Super White,Local,1800,03/05/2024,Medium,Medium,Friday,8
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3700000,Peshawar,2014,190000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,03/05/2024,Medium,High,Friday,10
Honda Vezel Hybrid Z 2016,5200000,Lahore,2016,133732,Hybrid,Automatic,Lahore,Black,Imported,1500,03/05/2024,High,High,Friday,8
Audi Q7 45 TFSI Quattro 2016,20000000,Karachi,2016,177905,Petrol,Automatic,Karachi,Night Black,Imported,3000,03/05/2024,High,High,Friday,8
Suzuki Alto TURBO RS 2015,2850000,Karachi,2015,82935,Petrol,Automatic,Karachi,Black,Imported,660,03/05/2024,Medium,Medium,Friday,9
Toyota Corolla GLi 1.3 VVTi 2016,3350000,Karachi,2016,117500,Petrol,Not Available,Karachi,Indigo,Local,1300,03/05/2024,Medium,High,Friday,8
Toyota Corolla GLi Automatic 1.6 VVTi 2013,3500000,Karachi,2013,86000,Petrol,Automatic,Sindh,Black,Local,1600,03/05/2024,Medium,Medium,Friday,11
Suzuki Mehran VX Euro II 2015,1170000,Islamabad,2015,110000,Petrol,Not Available,Islamabad,Solid White,Local,796,03/05/2024,Low,High,Friday,9
