title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Toyota Passo 2011,2325000,Islamabad,2011,107000,Petrol,Automatic,Islamabad,Black,Imported,1000,04/05/2024,Medium,High,Saturday,13
Daihatsu Mira Custom RS 2008,2075000,Rawalpindi,2008,134444,Petrol,Automatic,Islamabad,Plum Brown Crystal Mica,Imported,660,04/05/2024,Low,High,Saturday,16
Suzuki Mehran VX 2011,840000,Rawalpindi,2011,108080,Petrol,Not Available,Islamabad,White,Local,800,04/05/2024,Low,High,Saturday,13
Toyota Vitz iLL 1.3 2008,3050000,Dera ismail khan,2008,80000,Petrol,Automatic,Punjab,Black Sand Pearl,Imported,1300,04/05/2024,Medium,Medium,Saturday,16
Toyota Vitz 2012,2450000,Karachi,2012,120000,Petrol,Automatic,Karachi,Grey,Imported,1000,04/05/2024,Medium,High,Saturday,12
Suzuki Alto VXR 2008,890000,Wah cantt,2008,40000,Petrol,Not Available,Punjab,Green,Local,1000,04/05/2024,Low,Low,Saturday,16
Suzuki Alto X 2007,1545000,Karachi,2007,100000,Petrol,Automatic,Karachi,Burgundy,Imported,660,04/05/2024,Low,Medium,Saturday,17
Toyota Vitz F 1.0 2010,2595000,Hazro,2010,111599,Petrol,Automatic,Islamabad,White,Imported,1000,04/05/2024,Medium,High,Saturday,14
Nissan Clipper 2008,1000000,Islamabad,2008,300000,Petrol,Not Available,Islamabad,White,Imported,660,04/05/2024,Low,High,Saturday,16
Mitsubishi Mirage 1.0 G 2012,2650000,Islamabad,2012,151599,Petrol,Automatic,Islamabad,Silver Metallic,Imported,1000,03/05/2024,Medium,High,Friday,12
Toyota Vitz F 1.0 2007,2135000,Peshawar,2007,115000,Petrol,Automatic,Lahore,Polar White,Imported,1000,03/05/2024,Low,High,Friday,17
Suzuki Cultus VXRi 2010,1050000,Karachi,2010,100000,Petrol,Not Available,Karachi,Graphite Grey,Local,1000,03/05/2024,Low,Medium,Friday,14
Honda Accord Type S Advance Package 2012,5000000,Karachi,2012,90000,Petrol,Automatic,Karachi,Black,Imported,2400,03/05/2024,High,Medium,Friday,12
Toyota Corolla GLi Automatic 1.6 VVTi 2012,3150000,Islamabad,2012,150000,Petrol,Automatic,Islamabad,Blue,Local,1600,03/05/2024,Medium,High,Friday,12
Toyota Prius S 1.5 2008,2695000,Islamabad,2008,110000,Hybrid,Automatic,Lahore,White,Imported,1500,03/05/2024,Medium,High,Friday,16
Toyota Corolla GLi 1.3 VVTi 2009,2500000,Gujranwala,2009,115000,Petrol,Not Available,Punjab,Silver,Local,1300,03/05/2024,Medium,High,Friday,15
Suzuki Alto 2012,1460000,Rawalpindi,2012,70000,Petrol,Not Available,Islamabad,Grey,Local,1000,03/05/2024,Low,Medium,Friday,12
Suzuki Alto VXR 2012,1280000,Lahore,2012,113000,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,03/05/2024,Low,High,Friday,12
Toyota Allex 1.5 XS 2007,2600000,Karachi,2007,109242,Petrol,Automatic,Karachi,White,Imported,1500,03/05/2024,Medium,High,Friday,17
Toyota Corolla 2007,4000000,Islamabad,2007,236000,Petrol,Automatic,Islamabad,Silver,Imported,1500,03/05/2024,Medium,High,Friday,17
Suzuki Cultus VXLi 2007,1450000,Islamabad,2007,101500,Petrol,Not Available,Islamabad,White,Local,1000,03/05/2024,Low,High,Friday,17
Toyota Corolla GLi 1.3 VVTi 2011,3400000,Islamabad,2011,85000,Petrol,Not Available,Lahore,Graphite Grey,Local,1300,03/05/2024,Medium,Medium,Friday,13
Suzuki Alto VXR 2012,1480000,Rawalpindi,2012,205000,Petrol,Not Available,Islamabad,Solid White,Local,1000,03/05/2024,Low,High,Friday,12
Suzuki Alto VXR (CNG) 2010,900000,Peshawar,2010,300000,Petrol,Not Available,Lahore,Grey,Local,1000,03/05/2024,Low,High,Friday,14
Toyota Corolla Axio X 1.5 2007,3400000,Lahore,2007,98000,Petrol,Automatic,Punjab,Silver,Imported,1500,03/05/2024,Medium,Medium,Friday,17
Suzuki Mehran VXR 2010,875000,Quetta,2010,69000,Petrol,Not Available,Quetta,Grey,Local,800,03/05/2024,Low,Medium,Friday,14
Suzuki Mehran VXR 2008,690000,Islamabad,2008,1000000,Petrol,Not Available,Islamabad,Snow White Pearl,Local,800,03/05/2024,Low,High,Friday,16
Daihatsu Boon 2007,1875000,Multan,2007,210000,Petrol,Automatic,Sindh,Green,Imported,1000,03/05/2024,Low,High,Friday,17
Suzuki Every Wagon JP 2010,1600000,Lahore,2010,125000,Petrol,Automatic,Islamabad,White,Imported,660,03/05/2024,Low,High,Friday,14
Toyota Avanza 2011,1975000,Rawalpindi,2011,150000,Petrol,Automatic,Lahore,White,Local,1500,03/05/2024,Low,High,Friday,13
Suzuki Mehran VXR (CNG) 2008,650000,Abbottabad,2008,85000,Petrol,Not Available,Sindh,Blue,Local,800,03/05/2024,Low,Medium,Friday,16
Toyota Premio X 1.8 2007,4350000,Karachi,2007,92000,Petrol,Automatic,Sindh,Silver,Imported,1800,03/05/2024,High,Medium,Friday,17
Suzuki Mehran VXR (CNG) 2008,650000,Abbottabad,2008,85000,Petrol,Not Available,Sindh,Blue,Local,800,03/05/2024,Low,Medium,Friday,16
Suzuki Alto VXR (CNG) 2008,850000,Karachi,2008,164000,Petrol,Not Available,Karachi,Blue,Local,1000,03/05/2024,Low,High,Friday,16
Toyota Corolla GLi 1.3 VVTi 2011,2325000,Sialkot,2011,17,Petrol,Not Available,Punjab,Black,Local,1300,03/05/2024,Medium,Low,Friday,13
Toyota Prius G Touring Selection 1.8 2010,4150000,Lahore,2010,151000,Hybrid,Automatic,Lahore,Black,Imported,1800,03/05/2024,High,High,Friday,14
Toyota Corolla GLi 1.3 2007,1750000,Karachi,2007,295000,Petrol,Not Available,Karachi,silver metallic,Local,1300,03/05/2024,Low,High,Friday,17
Toyota Land Cruiser 1989,2995000,Islamabad,2012,15000,Petrol,Automatic,Islamabad,Black,Imported,3000,03/05/2024,Medium,Low,Friday,12
Honda City 1.3 i-VTEC 2009,2350000,Jauharabad,2009,106000,Petrol,Not Available,Lahore,Grey,Local,1300,03/05/2024,Medium,High,Friday,15
Toyota Corolla GLi 1.3 VVTi 2010,2950000,Mian wali,2010,138000,Petrol,Not Available,Punjab,Graphite Grey,Local,1300,03/05/2024,Medium,High,Friday,14
Toyota Corolla Axio X 1.5 2007,3550000,Abbottabad,2007,105000,Petrol,Automatic,Lahore,Grey,Imported,1500,03/05/2024,Medium,High,Friday,17
Honda City 1.3 i-VTEC Prosmatec 2011,2700000,Lahore,2011,147000,Petrol,Automatic,Lahore,Crystal Black Pearl,Local,1300,03/05/2024,Medium,High,Friday,13
Suzuki Mehran VX 2011,690000,Islamabad,2011,90000,Petrol,Not Available,Karachi,White,Local,800,03/05/2024,Low,Medium,Friday,13
Toyota Prius S Touring Selection 1.5 2007,3000000,Multan,2007,288888,Hybrid,Automatic,Punjab,White,Imported,1500,03/05/2024,Medium,High,Friday,17
Mercedes Benz E Class E200 2007,5500000,Islamabad,2007,64400,Petrol,Automatic,Lahore,Bronze,Imported,1800,03/05/2024,High,Medium,Friday,17
Suzuki Kei 2012,1675000,Lahore,2012,96863,Petrol,Automatic,Lahore,Silver,Imported,660,03/05/2024,Low,Medium,Friday,12
Suzuki Alto ECO-S 2012,2380000,Islamabad,2012,98000,Petrol,Automatic,Islamabad,Burgundy,Imported,660,03/05/2024,Medium,Medium,Friday,12
Suzuki Cultus VXR 2007,990000,Rawalpindi,2007,78550,Petrol,Not Available,Islamabad,Blue,Local,1000,03/05/2024,Low,Medium,Friday,17
Toyota Corolla 1984,450000,Pind dadan khan,2011,123455,Diesel,Not Available,Punjab,White,Local,1800,03/05/2024,Low,High,Friday,13
Suzuki Mehran VX 2011,850000,Lahore,2011,42850,Petrol,Not Available,Lahore,Silver Metallic,Local,800,03/05/2024,Low,Low,Friday,13
Suzuki Mehran VXR (CNG) 2009,675000,Lahore,2009,50000,Petrol,Not Available,Punjab,Solid White,Local,800,03/05/2024,Low,Low,Friday,15
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,2750000,Multan,2011,186000,Petrol,Automatic,Islamabad,Black,Local,1800,03/05/2024,Medium,High,Friday,13
Toyota Corolla GLi 1.3 VVTi 2012,2500000,Rawalpindi,2012,145000,Petrol,Not Available,Islamabad,Burgundy,Local,1300,03/05/2024,Medium,High,Friday,12
Honda Civic VTi Oriel 1.8 i-VTEC 2007,2600000,Rawalpindi,2007,230000,Petrol,Not Available,Lahore,Silky Silver,Local,1800,03/05/2024,Medium,High,Friday,17
Suzuki Cultus VXR 2007,950000,Islamabad,2007,1,Petrol,Not Available,Punjab,Blue,Local,1000,03/05/2024,Low,Low,Friday,17
Suzuki Cultus VXLi 2009,1400000,Risalpur,2009,34000,Petrol,Not Available,Lahore,Silky Silver,Local,1000,03/05/2024,Low,Low,Friday,15
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2007,2400000,Islamabad,2007,300000,Petrol,Automatic,Lahore,White,Local,1800,03/05/2024,Medium,High,Friday,17
Suzuki Cultus VXRi 2008,1050000,Rawalpindi,2008,123000,Petrol,Not Available,Lahore,Blue,Local,1000,03/05/2024,Low,High,Friday,16
Toyota Prado TX Limited 2.7 2008,8900000,Rawalpindi,2008,253000,Petrol,Automatic,Islamabad,Crystal Pearl,Imported,2700,03/05/2024,High,High,Friday,16
Suzuki Cultus 2009,1100000,Rawalpindi,2009,200000,Petrol,Not Available,Lahore,Silver,Local,1000,03/05/2024,Low,High,Friday,15
Honda City i-DSI 2007,2100000,Chichawatni,2007,160000,Petrol,Not Available,Karachi,Alabaster Silver,Local,1300,03/05/2024,Low,High,Friday,17
Toyota Vitz F 1.0 2011,2150000,Rawalpindi,2011,81000,Petrol,Automatic,Islamabad,White,Imported,1000,03/05/2024,Low,Medium,Friday,13
Suzuki Mehran VXR 2008,795000,Rawalpindi,2008,786,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,03/05/2024,Low,Low,Friday,16
Toyota Corolla Altis SR Cruisetronic 1.8 2011,3100000,Rawalpindi,2011,128000,Petrol,Automatic,Lahore,Super white,Local,1800,03/05/2024,Medium,High,Friday,13
Suzuki Alto GII 2007,1685000,Islamabad,2007,150000,Petrol,Automatic,Punjab,Brown,Imported,660,03/05/2024,Low,High,Friday,17
Honda City 2011,2630000,Karachi,2011,114000,Petrol,Automatic,Sindh,Bronze,Local,1300,03/05/2024,Medium,High,Friday,13
Honda Civic VTi Prosmatec 1.8 i-VTEC 2011,2650000,Rawalpindi,2011,1580,Petrol,Automatic,Rawalpindi,Black,Local,1800,03/05/2024,Medium,Low,Friday,13
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2007,2250000,Rawalpindi,2007,250000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,03/05/2024,Medium,High,Friday,17
Toyota Passo G 1.0 2010,2350000,Bannu,2010,112000,Petrol,Automatic,Sindh,Turquoise,Imported,1000,03/05/2024,Medium,High,Friday,14
Mercedes Benz C Class C63 AMG 2008,13500000,Lahore,2008,50000,Petrol,Automatic,Karachi,Red,Imported,6200,03/05/2024,High,Low,Friday,16
Toyota Passo G 1.0 2007,1950000,Lahore,2007,188,Petrol,Automatic,Lahore,Turquoise,Imported,1000,03/05/2024,Low,Low,Friday,17
Suzuki Mehran VX 2010,700000,Karachi,2010,50000,Petrol,Not Available,Karachi,Gray Metallic,Local,800,03/05/2024,Low,Low,Friday,14
Mitsubishi Ek Wagon 2007,1450000,Lahore,2007,106500,Petrol,Not Available,Lahore,Silver,Imported,660,03/05/2024,Low,High,Friday,17
Suzuki Mehran VXR 2012,755000,Fort abbass,2012,65000,Petrol,Not Available,Punjab,Black,Local,800,03/05/2024,Low,Medium,Friday,12
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,1930000,Mandi bahauddin,2008,185000,Petrol,Automatic,Lahore,Silky Silver,Local,1800,03/05/2024,Low,High,Friday,16
Nissan Bluebird Sylphy 15M Four 2007,2025000,Karachi,2007,96000,Petrol,Automatic,Sindh,White,Imported,1500,03/05/2024,Low,Medium,Friday,17
Suzuki Mehran VX (CNG) 2012,760000,Karachi,2012,68983,Petrol,Not Available,Karachi,Graphite Grey,Local,800,03/05/2024,Low,Medium,Friday,12
Toyota Mark X 250G S Package Relax Selection 2011,8000000,Karachi,2011,73000,Petrol,Automatic,Islamabad,White Pearl Crystal Shine,Imported,2500,03/05/2024,High,Medium,Friday,13
Honda City i-DSI 2007,1680000,Lahore,2007,1000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,03/05/2024,Low,Low,Friday,17
Toyota Corolla GLi 1.3 VVTi 2012,2700000,Wah cantt,2012,186000,Petrol,Not Available,Punjab,Silver Metallic,Local,1300,03/05/2024,Medium,High,Friday,12
Daihatsu Cuore 2008,1025000,Karachi,2008,116000,Petrol,Automatic,Sindh,Metallica Flaxen Mica,Local,800,03/05/2024,Low,High,Friday,16
Toyota Corolla GLi 1.3 VVTi 2012,2575000,Sargodha,2012,413425,Petrol,Not Available,Islamabad,Maroon,Local,1300,03/05/2024,Medium,High,Friday,12
Toyota Hilux Vigo G 2008,4600000,Lahore,2008,185848,Diesel,Automatic,Islamabad,Blue,Local,2500,03/05/2024,High,High,Friday,16
Toyota Corolla Altis SR Cruisetronic 1.6 2012,3450000,Islamabad,2012,163500,Petrol,Automatic,Islamabad,Silver Mica Metallic,Local,1600,03/05/2024,Medium,High,Friday,12
Toyota Corolla XLi 2007,2250000,Islamabad,2007,22500,Petrol,Not Available,Punjab,White,Imported,1300,03/05/2024,Medium,Low,Friday,17
Nissan Wingroad 2007,2000000,Karachi,2007,200000,Petrol,Automatic,Karachi,Silver,Imported,1600,03/05/2024,Low,High,Friday,17
Honda Civic VTi Prosmatec 1.8 i-VTEC 2012,2080000,Karachi,2012,91200,Petrol,Automatic,Sindh,Alabaster Silver,Local,1800,03/05/2024,Low,Medium,Friday,12
Suzuki Alto 2012,925000,Lahore,2012,100000,Not Available,Not Available,Sindh,Blue,Local,1000,03/05/2024,Low,Medium,Friday,12
Suzuki Alto VXR 2011,1000000,Karachi,2011,123000,Petrol,Not Available,Karachi,Green,Local,1000,03/05/2024,Low,High,Friday,13
Suzuki Alto 2012,1850000,Karachi,2012,120000,Petrol,Automatic,Karachi,Red Wine,Imported,660,03/05/2024,Low,High,Friday,12
Toyota Prius S 1.5 2011,3410000,Islamabad,2011,64950,Hybrid,Automatic,Islamabad,Silver,Imported,1500,03/05/2024,Medium,Medium,Friday,13
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,4200000,Islamabad,2011,47000,Petrol,Automatic,Islamabad,White,Local,1800,03/05/2024,High,Low,Friday,13
Honda City i-DSI 2007,1750000,Karachi,2007,95000,Petrol,Not Available,Karachi,Blue,Local,1300,03/05/2024,Low,Medium,Friday,17
Mercedes Benz E Class E280 2007,6800000,Rawalpindi,2007,95000,Petrol,Automatic,Islamabad,Black,Imported,3000,03/05/2024,High,Medium,Friday,17
Suzuki Alto GII 2008,1689999,Islamabad,2008,167880,Petrol,Automatic,Lahore,White,Imported,660,03/05/2024,Low,High,Friday,16
Toyota Vitz F 1.0 2008,2050000,Multan,2008,139000,Petrol,Automatic,Bahawalpur,Black Sand Pearl,Imported,1000,03/05/2024,Low,High,Friday,16
KIA Sportage 2008,1400000,Lahore,2008,1002,Petrol,Not Available,Lahore,Silver,Imported,300,03/05/2024,Low,Low,Friday,16
Suzuki Mehran VXR 2012,900000,Karachi,2012,99200,Petrol,Not Available,Karachi,Gray Metallic,Local,800,03/05/2024,Low,Medium,Friday,12
Toyota Passo G 1.0 2007,2175000,Islamabad,2007,236222,Petrol,Automatic,Islamabad,Silver,Imported,1000,03/05/2024,Low,High,Friday,17
Daihatsu Cuore CX Eco 2007,950000,Lahore,2007,50000,Petrol,Not Available,Punjab,Grey,Local,800,03/05/2024,Low,Low,Friday,17
Suzuki Mehran VX Euro II 2012,1200000,Rawalpindi,2012,75000,Petrol,Not Available,Islamabad,Solid White,Local,796,03/05/2024,Low,Medium,Friday,12
Toyota Prius Alpha G 2011,3850000,Islamabad,2011,112000,Hybrid,Automatic,Islamabad,Black,Imported,1800,03/05/2024,Medium,High,Friday,13
Toyota Corolla GLi 1.3 VVTi 2010,2590000,Lahore,2010,2225,Petrol,Not Available,Lahore,Black,Local,1300,03/05/2024,Medium,Low,Friday,14
Lexus RX Series 450h 2012,11000000,Lahore,2012,105000,Petrol,Automatic,Islamabad,Black,Imported,3500,03/05/2024,High,High,Friday,12
Daihatsu Cuore CX Eco 2010,1210000,Karachi,2010,10000,Petrol,Not Available,Karachi,White,Imported,800,03/05/2024,Low,Low,Friday,14
Toyota Corolla XL 1987,445000,Karachi,2010,199000,Petrol,Not Available,Karachi,White,Local,1300,03/05/2024,Low,High,Friday,14
Suzuki Mehran VX 2008,700000,Lahore,2008,92700,Petrol,Not Available,Lahore,White,Local,800,03/05/2024,Low,Medium,Friday,16
Suzuki Alto VXR (CNG) 2010,1200000,Lahore,2010,145000,Petrol,Not Available,Lahore,Solid White,Local,1000,03/05/2024,Low,High,Friday,14
Toyota Corolla GLi 1.3 2007,2100000,Jhang,2007,187000,Petrol,Not Available,Punjab,Silver,Local,1300,03/05/2024,Low,High,Friday,17
Daihatsu Copen Active Top 2007,2150000,Lahore,2007,125000,Petrol,Automatic,Islamabad,Silver,Imported,660,03/05/2024,Low,High,Friday,17
Suzuki Cultus VXRi 2007,935000,Lahore,2007,93525,Petrol,Not Available,Lahore,Graphite Grey,Local,1000,03/05/2024,Low,Medium,Friday,17
Toyota Prius G LED Edition 1.8 2011,3900000,Lahore,2011,146000,Hybrid,Automatic,Punjab,Silver Metallic,Imported,1800,03/05/2024,Medium,High,Friday,13
Honda City i-VTEC 2010,2350000,Islamabad,2010,184000,Petrol,Not Available,Islamabad,Deep Lapis Blue Metallic,Local,1300,03/05/2024,Medium,High,Friday,14
Honda Civic VTi 1.8 i-VTEC 2007,1590000,Islamabad,2007,168000,Petrol,Not Available,Sindh,White,Local,1800,03/05/2024,Low,High,Friday,17
Toyota Prius S 1.5 2010,3050000,Karachi,2010,118109,Hybrid,Automatic,Sindh,White,Imported,1497,03/05/2024,Medium,High,Friday,14
Toyota Premio X 1.8 2007,3850000,Peshawar,2007,132530,Petrol,Automatic,Lahore,Silver,Imported,1800,03/05/2024,Medium,High,Friday,17
Daihatsu Cuore CL 2007,880000,Mirpur ak,2007,100000,Petrol,Not Available,Punjab,Gery,Local,800,03/05/2024,Low,Medium,Friday,17
Toyota Corolla GLi 1.3 2007,2300000,Mardan,2007,200000,Petrol,Not Available,Lahore,Blue,Local,1300,03/05/2024,Medium,High,Friday,17
Suzuki Alto VXR 2011,1075000,Karachi,2011,124000,Petrol,Not Available,Karachi,Solid White,Local,1000,03/05/2024,Low,High,Friday,13
Suzuki Mehran VXR 2010,825000,Karachi,2010,79000,Petrol,Not Available,Sindh,Gray Metallic,Local,800,03/05/2024,Low,Medium,Friday,14
Toyota Prado TX L Package 2.7 2011,18000000,Islamabad,2011,49000,Petrol,Automatic,Islamabad,Attitude Black Mica,Imported,2700,03/05/2024,High,Low,Friday,13
Daihatsu Cuore CX Eco 2009,1350000,Mirpur ak,2009,123158,Petrol,Not Available,Lahore,Grey,Local,800,03/05/2024,Low,High,Friday,15
Toyota Prado TX 4.0 2011,16500000,Islamabad,2011,110000,Petrol,Automatic,Islamabad,Super White,Imported,4000,03/05/2024,High,High,Friday,13
Toyota Prius Alpha G 2012,4649000,Islamabad,2012,118000,Hybrid,Automatic,Lahore,Mellinnum Silver,Imported,1800,03/05/2024,High,High,Friday,12
Suzuki Bolan VX 2012,690000,Lahore,2012,102300,Petrol,Not Available,Lahore,Black,Local,800,03/05/2024,Low,High,Friday,12
Toyota Prado TX Limited 2.7 2010,16500000,Islamabad,2010,104000,Petrol,Automatic,Islamabad,Attitude Black Mica,Imported,2700,03/05/2024,High,High,Friday,14
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2008,2700000,Jhudo,2008,247900,Petrol,Automatic,Lahore,Crystal Black,Local,1800,03/05/2024,Medium,High,Friday,16
Toyota Land Cruiser ZX 60th Black Leather Selection 2012,25500000,Islamabad,2012,96000,Petrol,Automatic,Sindh,White,Imported,4600,03/05/2024,High,Medium,Friday,12
Toyota Corolla GLi Automatic 1.6 VVTi 2012,2750000,Lahore,2012,140000,Petrol,Automatic,Lahore,Green,Local,1600,03/05/2024,Medium,High,Friday,12
Honda CR-V G 2.4 2012,7500000,Lahore,2012,114789,Petrol,Automatic,Islamabad,Nighthawk Black Pearl,Imported,2400,03/05/2024,High,High,Friday,12
Honda City 1.3 i-VTEC 2011,2360000,Lahore,2011,180523,Petrol,Not Available,Lahore,Taffeta White,Local,1300,03/05/2024,Medium,High,Friday,13
Toyota Corolla XLi VVTi 2012,2280000,Islamabad,2012,165000,Petrol,Not Available,Lahore,Black,Local,1300,03/05/2024,Medium,High,Friday,12
Toyota Corolla XLi VVTi 2012,2125000,Jaranwala,2012,253042,Petrol,Not Available,Lahore,Attitude Black,Local,1300,03/05/2024,Low,High,Friday,12
Honda Accord Type S Advance Package 2011,6200000,Islamabad,2011,33000,Petrol,Automatic,Karachi,White,Imported,2400,03/05/2024,High,Low,Friday,13
Toyota Prius S 1.8 2011,4245000,Islamabad,2011,183000,Hybrid,Automatic,Lahore,Super White,Imported,1800,03/05/2024,High,High,Friday,13
Toyota Hilux 2011,4800000,Lahore,2011,110000,Diesel,Automatic,Sindh,White,Local,2500,03/05/2024,High,High,Friday,13
Toyota Corolla GLi 1.3 VVTi 2010,2650000,Islamabad,2010,135000,Petrol,Not Available,Islamabad,Black,Local,1300,03/05/2024,Medium,High,Friday,14
Toyota Corolla GLi 1.3 VVTi 2012,2750000,Quetta,2012,85000,Petrol,Not Available,Sindh,Gold,Local,1300,03/05/2024,Medium,Medium,Friday,12
