title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,post_date,price_category,mileage_category,post_day_of_week,vehicle_age
Daihatsu Mira ES 2018,3300000,Rawalpindi,2018,47000,Petrol,Automatic,Islamabad,White,Imported,660,04/05/2024,Medium,Low,Saturday,6
Toyota Vitz F 1.0 2018,3700000,Karachi,2018,64000,Petrol,Automatic,Karachi,Silver Metallic,Imported,996,04/05/2024,Medium,Medium,Saturday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5250000,Rawalpindi,2017,100000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,04/05/2024,High,Medium,Saturday,7
Toyota Prado TX Limited 2.7 2019,27400000,Lahore,2019,15270,Petrol,Automatic,Un-Registered,Super White,Imported,2700,03/05/2024,High,Low,Friday,5
Toyota Prado TX L Package 2.7 2019,27799999,Lahore,2019,65000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,03/05/2024,High,Medium,Friday,5
Toyota Corolla GLi 1.3 VVTi 2019,4300000,Sargodha,2019,86000,Petrol,Not Available,Lahore,Silver Metallic,Local,1300,04/05/2024,High,Medium,Saturday,5
Suzuki Mehran VXR Euro II 2019,1635000,Islamabad,2019,27000,Petrol,Not Available,Islamabad,Solid White,Local,796,04/05/2024,Low,Low,Saturday,5
Toyota Sienta 2018,5500000,Karachi,2018,74000,Hybrid,Automatic,Un-Registered,Black,Imported,1500,03/05/2024,High,Medium,Friday,6
Honda BR-V i-VTEC S 2019,4600000,Karachi,2019,28000,Petrol,Automatic,Karachi,Modern Steel Metallic,Local,1500,04/05/2024,High,Low,Saturday,5
Toyota Corolla Altis Grande CVT-i 1.8 2017,4900000,Karachi,2017,97000,Petrol,Automatic,Sindh,Super white,Local,1800,04/05/2024,High,Medium,Saturday,7
Suzuki Every 2018,2000000,Lahore,2018,120000,Petrol,Automatic,Punjab,White,Imported,660,03/05/2024,Low,High,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5045000,Islamabad,2017,102000,Petrol,Automatic,Islamabad,Black,Local,1800,03/05/2024,High,High,Friday,7
Daihatsu Hijet Cruise 2018,2395000,Karachi,2018,155000,Petrol,Automatic,Karachi,White,Imported,660,03/05/2024,Medium,High,Friday,6
Suzuki Every Join Turbo 2019,2795000,Karachi,2019,150000,Petrol,Not Available,Un-Registered,Silver Metallic,Imported,660,03/05/2024,Medium,High,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4485000,Karachi,2017,74000,Petrol,Automatic,Sindh,Crystal Black,Local,1800,03/05/2024,High,Medium,Friday,7
Toyota Land Cruiser ZX 2019,47000000,Karachi,2019,75000,Petrol,Automatic,Un-Registered,Black,Imported,4600,03/05/2024,High,Medium,Friday,5
Honda City 1.3 i-VTEC 2019,3500000,Multan,2019,70000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,5
Honda City 1.3 i-VTEC Prosmatec 2019,3900000,Rawalpindi,2019,83000,Petrol,Automatic,Islamabad,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5000000,Karachi,2018,79000,Petrol,Automatic,Karachi,Taffeta White,Local,1800,03/05/2024,High,Medium,Friday,6
Suzuki Mehran VXR Euro II 2017,1280000,Karachi,2017,60000,Petrol,Not Available,Karachi,Graphite Grey,Local,796,03/05/2024,Low,Medium,Friday,7
Toyota Prado TX Limited 2.7 2019,27500000,Gujranwala,2019,22000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,03/05/2024,High,Low,Friday,5
Suzuki Wagon R VXL 2019,2500000,Islamabad,2019,54800,Petrol,Not Available,Islamabad,White,Local,1000,03/05/2024,Medium,Medium,Friday,5
KIA Sportage AWD 2019,6350000,Islamabad,2019,63000,Petrol,Automatic,Islamabad,Sparkling Silver,Local,2000,03/05/2024,High,Medium,Friday,5
Honda City 1.3 i-VTEC 2019,3450000,Rawat,2019,74120,Petrol,Not Available,Islamabad,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,5
Toyota Vitz F Safety 1.0 2018,3890000,Lahore,2018,41500,Petrol,Automatic,Punjab,Blue,Imported,1000,03/05/2024,Medium,Low,Friday,6
Toyota Corolla Altis Grande CVT-i 1.8 2017,4250000,Karachi,2017,91,Petrol,Automatic,Karachi,Black,Local,1800,03/05/2024,High,Low,Friday,7
Honda Civic 2017,4600000,Abdul hakeem,2017,103000,Petrol,Automatic,Punjab,Black,Local,1800,03/05/2024,High,High,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5300000,Karachi,2019,52000,Petrol,Automatic,Sindh,Modern Steel Metallic,Local,1800,03/05/2024,High,Medium,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4995000,Islamabad,2017,70077,Petrol,Automatic,Islamabad,Lunar Silver Metallic,Local,1800,03/05/2024,High,Medium,Friday,7
Suzuki Alto VXL AGS 2024,2975000,Rawalpindi,2019,560,Petrol,Automatic,Islamabad,Silver,Local,660,03/05/2024,Medium,Low,Friday,5
Nissan Roox 2018,3200000,Lahore,2018,13000,Petrol,Automatic,Un-Registered,Gold,Imported,660,03/05/2024,Medium,Low,Friday,6
Toyota Passo X 2017,3300000,Lahore,2017,81000,Petrol,Automatic,Lahore,Super White,Imported,1000,03/05/2024,Medium,Medium,Friday,7
Toyota Roomy 2018,3225000,Lahore,2018,75000,Petrol,Automatic,Punjab,White,Imported,1000,03/05/2024,Medium,Medium,Friday,6
Honda City 1.3 i-VTEC 2017,3150000,Larkana,2017,51000,Petrol,Not Available,Sindh,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,7
Toyota Corolla Altis Grande CVT-i 1.8 2019,5500000,Karachi,2019,65500,Petrol,Automatic,Sindh,Super white,Local,1800,03/05/2024,High,Medium,Friday,5
Honda Civic Turbo 1.5 VTEC CVT 2017,4900000,Multan,2017,58000,Petrol,Automatic,Karachi,Crystal Black Pearl,Local,1500,03/05/2024,High,Medium,Friday,7
Honda N One G 2019,2190000,Sargodha,2019,110000,Petrol,Automatic,Islamabad,Smart Black,Imported,660,03/05/2024,Low,High,Friday,5
Honda City 1.3 i-VTEC 2018,3500000,Islamabad,2018,71000,Petrol,Not Available,Islamabad,White,Local,1300,03/05/2024,Medium,Medium,Friday,6
Suzuki Every 2019,1925000,Gujranwala,2019,116000,Petrol,Automatic,Lahore,White,Imported,660,03/05/2024,Low,High,Friday,5
Suzuki Cultus VXR 2018,2600000,Karachi,2018,50000,Petrol,Not Available,Sindh,Silky Silver,Local,1000,03/05/2024,Medium,Low,Friday,6
Suzuki Mehran VXR Euro II 2017,1345000,Rawalpindi,2017,133000,Petrol,Not Available,Islamabad,Solid White,Local,796,03/05/2024,Low,High,Friday,7
Nissan Dayz Highway star X 2017,2975000,Islamabad,2017,70000,Petrol,Automatic,Islamabad,Black,Imported,660,03/05/2024,Medium,Medium,Friday,7
Toyota Vitz F Safety Edition III 2019,4400000,Karachi,2019,34000,Petrol,Automatic,Karachi,White,Imported,1300,03/05/2024,High,Low,Friday,5
Toyota C-HR G-LED 2019,8900000,Islamabad,2019,104780,Hybrid,Automatic,Un-Registered,White,Imported,1800,03/05/2024,High,High,Friday,5
Toyota Corolla XLi VVTi 2017,3375000,Karachi,2017,42000,Petrol,Not Available,Karachi,White,Local,1300,03/05/2024,Medium,Low,Friday,7
Toyota Prado TX L Package 2.7 2018,28900000,Lahore,2018,63420,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,03/05/2024,High,Medium,Friday,6
Suzuki Cultus Auto Gear Shift 2018,2950000,Lahore,2018,80000,Petrol,Automatic,Lahore,Maroon,Local,1000,03/05/2024,Medium,Medium,Friday,6
Suzuki Swift DLX 1.3 Navigation  2017,2465000,Islamabad,2017,85000,Petrol,Not Available,Islamabad,Solid White,Local,1300,03/05/2024,Medium,Medium,Friday,7
Toyota Prius S 2018,7430000,Sialkot,2018,117000,Hybrid,Automatic,Lahore,White,Imported,1800,03/05/2024,High,High,Friday,6
Honda City 1.3 i-VTEC 2018,3150000,Karachi,2018,93000,Petrol,Not Available,Karachi,White,Local,1300,03/05/2024,Medium,Medium,Friday,6
Suzuki Swift RS 1.0 2018,4750000,Islamabad,2018,62000,Petrol,Automatic,Islamabad,Silver,Imported,1000,03/05/2024,High,Medium,Friday,6
Suzuki Wagon R VXR 2019,2700000,Burewala,2019,75000,Petrol,Not Available,Punjab,Silver,Imported,660,03/05/2024,Medium,Medium,Friday,5
Honda City 1.3 i-VTEC 2019,3550000,Multan,2019,72000,Petrol,Not Available,Lahore,Taffeta White,Local,1300,03/05/2024,Medium,Medium,Friday,5
Suzuki Wagon R VXL 2018,2300000,Mian channu,2018,81000,Petrol,Not Available,Lahore,White,Local,1000,03/05/2024,Medium,Medium,Friday,6
Toyota Corolla Altis Automatic 1.6 2019,4800000,Karachi,2019,76000,Petrol,Automatic,Karachi,Super White,Local,1600,03/05/2024,High,Medium,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5400000,Lahore,2017,85031,Petrol,Automatic,Punjab,Black,Local,1800,03/05/2024,High,Medium,Friday,7
Suzuki Wagon R VXL 2019,2550000,Rawalpindi,2019,98000,Petrol,Not Available,Islamabad,Solid White,Local,1000,03/05/2024,Medium,Medium,Friday,5
Honda City 1.3 i-VTEC Prosmatec 2017,3250000,Karachi,2017,44000,Petrol,Automatic,Karachi,Black,Local,1300,03/05/2024,Medium,Low,Friday,7
Toyota Prado TX Limited 2.7 2017,25200000,Gujranwala,2017,24900,Petrol,Automatic,Punjab,Black,Imported,2700,03/05/2024,High,Low,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Rawalpindi,2018,108000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,03/05/2024,High,High,Friday,6
KIA Sportage AWD 2019,6200000,Rahim yar khan,2019,73000,Petrol,Automatic,Islamabad,White,Local,2000,03/05/2024,High,Medium,Friday,5
Suzuki Cultus VXL 2017,2430000,Lahore,2017,120220,Petrol,Not Available,Islamabad,White,Local,1000,03/05/2024,Medium,High,Friday,7
Toyota Corolla GLi 1.3 VVTi 2018,4450000,Chakwal,2018,59000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,03/05/2024,High,Medium,Friday,6
KIA Sportage FWD 2019,6500000,Karachi,2019,45000,Petrol,Automatic,Sindh,Black,Local,2000,03/05/2024,High,Low,Friday,5
Toyota C-HR G-LED 2018,8000000,Mardan,2018,99000,Hybrid,Automatic,Un-Registered,Black,Imported,1800,03/05/2024,High,Medium,Friday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4200000,Karachi,2018,71600,Petrol,Automatic,Karachi,White,Local,1300,03/05/2024,High,Medium,Friday,6
Toyota Corolla XLi VVTi 2019,4000000,Islamabad,2019,71000,Petrol,Not Available,Islamabad,White,Local,1300,03/05/2024,Medium,Medium,Friday,5
Suzuki Bolan VX Euro II 2017,1360000,Rawalpindi,2017,125000,Petrol,Not Available,Lahore,Solid White,Local,800,03/05/2024,Low,High,Friday,7
Suzuki Swift RS 1.0 2017,4300000,Lahore,2017,160000,Petrol,Automatic,Punjab,White,Imported,1000,03/05/2024,High,High,Friday,7
Toyota Corolla Altis Grande 1.8 2018,5000000,Faisalabad,2018,103000,Petrol,Not Available,Islamabad,Attitude Black,Local,1800,03/05/2024,High,High,Friday,6
Toyota Corolla GLi 1.3 VVTi 2019,4300000,Karachi,2019,19000,Petrol,Not Available,Karachi,Black,Local,1300,03/05/2024,High,Low,Friday,5
Daihatsu Mira L 2019,3325000,Gujranwala,2019,58000,Petrol,Automatic,Un-Registered,White,Imported,660,03/05/2024,Medium,Medium,Friday,5
Suzuki Cultus VXR 2018,2500000,Karachi,2018,40000,Petrol,Not Available,Sindh,Graphite Grey,Local,1000,03/05/2024,Medium,Low,Friday,6
Honda Civic 1.8 i-VTEC CVT 2018,5500000,Lahore,2018,153000,Petrol,Automatic,Sindh,Lunar Silver Metallic,Local,1800,03/05/2024,High,High,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4560000,Lahore,2017,130000,Petrol,Automatic,Punjab,White,Local,1800,03/05/2024,High,High,Friday,7
Toyota Corolla GLi Automatic 1.3 VVTi 2017,4000000,Swabi,2017,105000,Petrol,Automatic,Lahore,White,Local,1300,03/05/2024,Medium,High,Friday,7
Suzuki Cultus VXR 2017,2275000,Rawalpindi,2017,122000,Petrol,Not Available,Islamabad,Grey,Local,1000,03/05/2024,Medium,High,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4150000,Mandi bahauddin,2017,236000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,03/05/2024,High,High,Friday,7
Prince K07 2019,1650000,Lakki marwat,2019,100000,Petrol,Not Available,Lahore,Grey,Local,100,03/05/2024,Low,Medium,Friday,5
Mitsubishi EK X Sports 2019,3750000,Lahore,2019,23000,Hybrid,Automatic,Un-Registered,Red,Imported,659,03/05/2024,Medium,Low,Friday,5
Toyota Corolla GLi Automatic 1.3 VVTi 2017,4190000,Lahore,2017,54000,Petrol,Automatic,Lahore,Silver,Local,1300,03/05/2024,High,Medium,Friday,7
Honda City Aspire Prosmatec 1.5 i-VTEC 2018,3875000,Karachi,2018,80000,Petrol,Automatic,Karachi,Lunar Silver Metallic,Local,1500,03/05/2024,Medium,Medium,Friday,6
Toyota Prado TX 2.7 2019,26500000,Lahore,2019,38000,Petrol,Automatic,Un-Registered,Super White,Imported,2700,03/05/2024,High,Low,Friday,5
Toyota Prado TX L Package 2.7 2018,27799999,Lahore,2018,28000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,03/05/2024,High,Low,Friday,6
Audi A5 1.4 TFSI Sportback 2018,18000000,Lahore,2018,7000,Petrol,Automatic,Karachi,Burgundy,Imported,1400,03/05/2024,High,Low,Friday,6
Toyota Prado TX L Package 2.7 2019,27799999,Lahore,2019,54000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,03/05/2024,High,Medium,Friday,5
Toyota Corolla GLi 1.3 VVTi Special Edition 2018,4150000,Jhang,2018,80000,Petrol,Not Available,Lahore,Super White,Local,1300,03/05/2024,High,Medium,Friday,6
Toyota Corolla GLi 1.3 VVTi 2018,4400000,Mandi bahauddin,2018,62000,Petrol,Not Available,Islamabad,White,Local,1300,03/05/2024,High,Medium,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2019,5750000,Lahore,2019,101000,Petrol,Automatic,Islamabad,Burgundy,Local,1800,03/05/2024,High,High,Friday,5
Toyota Passo X L Package S  2019,3850000,Rawalpindi,2019,69627,Petrol,Automatic,Islamabad,Blue,Imported,1000,03/05/2024,Medium,Medium,Friday,5
Toyota Passo X 2019,4000000,Karachi,2019,58000,Petrol,Automatic,Karachi,Super White,Imported,1000,03/05/2024,Medium,Medium,Friday,5
Honda City 1.3 i-VTEC Prosmatec 2019,3800000,Karachi,2019,27000,Petrol,Automatic,Karachi,Burgundy,Local,1300,03/05/2024,Medium,Low,Friday,5
Toyota Prado TX L Package 2.7 2019,33500000,Karachi,2019,18000,Petrol,Automatic,Karachi,White Pearl Crystal Shine,Imported,2700,03/05/2024,High,Low,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Karachi,2018,37000,Petrol,Automatic,Karachi,Modern Steel Metallic,Local,1800,03/05/2024,High,Low,Friday,6
Suzuki Ciaz Automatic 2017,3450000,Karachi,2017,52000,Petrol,Automatic,Karachi,Silver,Local,1400,03/05/2024,Medium,Medium,Friday,7
Suzuki Wagon R VXL 2018,2099000,Lahore,2018,120000,Petrol,Not Available,Lahore,Solid White,Local,1000,03/05/2024,Low,High,Friday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4200000,Karachi,2018,40000,Petrol,Automatic,Karachi,Strong Blue,Local,1300,03/05/2024,High,Low,Friday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2017,4550000,Mandi bahauddin,2017,72000,Petrol,Automatic,Punjab,Silver Metallic,Local,1300,03/05/2024,High,Medium,Friday,7
Suzuki Cultus VXR 2018,2400000,Karachi,2018,71375,Petrol,Not Available,Karachi,Maroon,Local,1000,03/05/2024,Medium,Medium,Friday,6
Honda City 1.3 i-VTEC 2018,3590000,Rawalpindi,2018,72300,Petrol,Not Available,Islamabad,Urban Titanium,Local,1300,03/05/2024,Medium,Medium,Friday,6
Toyota Prado TX Limited 2.7 2018,31000000,Lahore,2018,47630,Petrol,Automatic,Un-Registered,Super White,Imported,2700,03/05/2024,High,Low,Friday,6
Toyota Corolla GLi Automatic 1.3 VVTi 2018,4200000,Karachi,2018,42000,Petrol,Automatic,Karachi,Silver Metallic,Local,1300,03/05/2024,High,Low,Friday,6
Toyota Corolla Altis Automatic 1.6 2019,5300000,Rawalpindi,2019,25369,Petrol,Automatic,Islamabad,Silver,Local,1600,03/05/2024,High,Low,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Karachi,2018,35250,Petrol,Automatic,Karachi,Taffeta White,Local,1800,03/05/2024,High,Low,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5300000,Karachi,2018,41000,Petrol,Automatic,Karachi,Modern Steel Metallic,Local,1800,03/05/2024,High,Low,Friday,6
Toyota Corolla Altis Automatic 1.6 2017,4050000,Karachi,2017,52000,Petrol,Automatic,Karachi,Super White,Local,1600,03/05/2024,High,Medium,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4850000,Karachi,2017,52000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,03/05/2024,High,Medium,Friday,7
Suzuki Alto VXR 2019,2150000,Swabi,2019,140000,Petrol,Not Available,Islamabad,White,Local,660,03/05/2024,Low,High,Friday,5
Toyota Prado TX Limited 2.7 2017,27799999,Lahore,2017,32520,Petrol,Automatic,Un-Registered,Pearl White,Imported,2700,03/05/2024,High,Low,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4850000,Lahore,2017,100000,Petrol,Automatic,Punjab,Modern Steel Metallic,Local,1800,03/05/2024,High,Medium,Friday,7
Toyota Prado TX L Package 2.7 2019,0,Multan,2019,31000,Petrol,Automatic,Un-Registered,White Pearl Crystal Shine,Imported,2700,03/05/2024,Low,Low,Friday,5
Toyota Vitz F M Package 1.0 2017,3450000,Islamabad,2017,61000,Petrol,Automatic,Un-Registered,Blue Metallic,Imported,996,03/05/2024,Medium,Medium,Friday,7
Toyota Corolla GLi 1.3 VVTi 2017,3560000,Khanpur,2017,72000,Petrol,Not Available,Sindh,White,Local,1300,03/05/2024,Medium,Medium,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5150000,Lahore,2017,39000,Petrol,Automatic,Lahore,White,Local,1800,03/05/2024,High,Low,Friday,7
Toyota Corolla GLi 1.3 VVTi 2019,4590000,Islamabad,2019,70000,Petrol,Not Available,Islamabad,Silver,Local,1300,03/05/2024,High,Medium,Friday,5
Nissan Serena HIGHWAY STAR 2018,6950000,Karachi,2018,187000,Hybrid,Automatic,Un-Registered,Pearl White,Imported,2000,03/05/2024,High,High,Friday,6
Honda City Aspire 1.5 i-VTEC 2018,3500000,Karachi,2018,82000,Petrol,Not Available,Sindh,Taffeta White,Local,1500,03/05/2024,Medium,Medium,Friday,6
Honda Civic Oriel 1.8 i-VTEC CVT 2017,5000000,Islamabad,2017,87000,Petrol,Automatic,Islamabad,Lunar Silver Metallic,Local,1800,03/05/2024,High,Medium,Friday,7
Toyota Corolla GLi Automatic 1.3 VVTi 2019,4395000,Gujranwala,2019,59852,Petrol,Automatic,Punjab,White,Local,1300,03/05/2024,High,Medium,Friday,5
Suzuki Mehran VX Euro II 2017,1425000,Islamabad,2017,36000,Petrol,Not Available,Islamabad,Solid White,Local,796,03/05/2024,Low,Low,Friday,7
Toyota Vitz F 1.0 2018,3750000,Lahore,2018,36000,Petrol,Automatic,Lahore,Red,Imported,1000,03/05/2024,Medium,Low,Friday,6
Toyota C-HR G-LED 2019,8475000,Karachi,2019,63000,Hybrid,Automatic,Un-Registered,White,Imported,1800,03/05/2024,High,Medium,Friday,5
Suzuki Mehran VXR Euro II 2018,1550000,Rawalpindi,2018,106500,Petrol,Not Available,Islamabad,Solid White,Local,796,03/05/2024,Low,High,Friday,6
Toyota Vitz F M Package 1.0 2018,4125000,Jhelum,2018,82600,Petrol,Automatic,Punjab,Grey,Imported,1000,03/05/2024,High,Medium,Friday,6
Honda Vezel Hybrid RS Honda Sensing  2017,7650000,Rawalpindi,2017,52000,Petrol,Automatic,Islamabad,White Pearl,Imported,1500,03/05/2024,High,Medium,Friday,7
Honda Civic Oriel 1.8 i-VTEC CVT 2017,10000000,Kamra,2017,71000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,03/05/2024,High,Medium,Friday,7
Suzuki Cultus VXL 2019,2850000,Taunsa sharif,2019,149000,Petrol,Not Available,Lahore,White,Local,1000,03/05/2024,Medium,High,Friday,5
Toyota Vitz Jewela Smart Stop Package 1.0 2019,4290000,Lahore,2019,60000,Petrol,Automatic,Punjab,White,Imported,1000,03/05/2024,High,Medium,Friday,5
Toyota Aqua G LED Soft Leather Selection  2018,4200000,Toba tek singh,2018,80000,Hybrid,Automatic,Lahore,Red,Imported,1500,03/05/2024,High,Medium,Friday,6
Toyota Passo X S  2018,3785000,Islamabad,2018,55000,Petrol,Automatic,Islamabad,White,Imported,1000,03/05/2024,Medium,Medium,Friday,6
Toyota C-HR S-LED 2019,7450000,Karachi,2019,76404,Hybrid,Automatic,Un-Registered,Black,Imported,1800,03/05/2024,High,Medium,Friday,5
Honda City 1.3 i-VTEC Prosmatec 2018,3700000,Lahore,2018,50000,Petrol,Automatic,Punjab,Taffeta White,Local,1300,03/05/2024,Medium,Low,Friday,6
Suzuki Wagon R VXL 2018,2175000,Lahore,2018,85000,Petrol,Not Available,Lahore,Solid White,Local,1000,03/05/2024,Low,Medium,Friday,6
Toyota Vitz F 1.0 2019,4500000,Rawalpindi,2019,80000,Petrol,Automatic,Islamabad,Grey,Imported,1000,03/05/2024,High,Medium,Friday,5
Suzuki Cultus VXR 2019,2350000,Faisalabad,2019,175000,Petrol,Not Available,Lahore,White,Local,1000,03/05/2024,Medium,High,Friday,5
Honda Civic Oriel 1.8 i-VTEC CVT 2018,5150000,Lahore,2018,76000,Petrol,Automatic,Lahore,Taffeta White,Local,1800,03/05/2024,High,Medium,Friday,6
Toyota Corolla GLi 1.3 VVTi 2018,4250000,Hafizabad,2018,97000,Petrol,Not Available,Islamabad,Silver Metallic,Local,1300,03/05/2024,High,Medium,Friday,6
Toyota Hilux Revo V Automatic 3.0  2017,8700000,Lahore,2017,71000,Diesel,Automatic,Karachi,Silver Metallic,Local,3000,03/05/2024,High,Medium,Friday,7
Audi A5 1.4 TFSI Sportback 2019,16000000,Lahore,2019,83000,Petrol,Automatic,Lahore,Black,Imported,1400,03/05/2024,High,Medium,Friday,5
